form_name,field_name,page
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,229
05b - Period 2 Final v1.0,Vital Signs,229
05b - Period 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),229
05b - Period 2 Final v1.0,Vital Sign Findings,230
05b - Period 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),230
05b - Period 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,230
05b - Period 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,230
05b - Period 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,231
05b - Period 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,231
05b - Period 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),231
05b - Period 2 Final v1.0,Vital Sign Findings,231
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,232
05b - Period 2 Final v1.0,Barcode:,232
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,232
05b - Period 2 Final v1.0,Confirm Dinner Provided,232
05b - Period 2 Final v1.0,12 Lead Standard ECG,232
05b - Period 2 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",232
05b - Period 2 Final v1.0,ECG Rhythm assessment and interpretation,233
05b - Period 2 Final v1.0,Was the ECG clinically significant? (Medic to assess),233
05b - Period 2 Final v1.0,ECG Findings,233
05b - Period 2 Final v1.0,"ECG Findings, including rhythm assessment",234
05b - Period 2 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,234
05b - Period 2 Final v1.0,Vital Signs,234
05b - Period 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),235
05b - Period 2 Final v1.0,Vital Sign Findings,235
05b - Period 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),235
05b - Period 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,236
05b - Period 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,236
05b - Period 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,236
05b - Period 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,236
05b - Period 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),236
05b - Period 2 Final v1.0,Vital Sign Findings,237
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,237
05b - Period 2 Final v1.0,Barcode:,237
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,237
05b - Period 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,237
05b - Period 2 Final v1.0,Degree of Sleepiness,238
05b - Period 2 Final v1.0,Confirm Evening Snack Provided,238
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,238
05b - Period 2 Final v1.0,Barcode:,238
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,239
05b - Period 2 Final v1.0,Record time of urine sample (Collect Urine Sample),239
05b - Period 2 Final v1.0,"What was the bilirubin result?  If any positive result, inform medic/PI. (Perform urinalysis and",239
05b - Period 2 Final v1.0,"What was the urobilinogen result?  If any positive result, inform medic/PI. (Perform urinalysis",240
05b - Period 2 Final v1.0,"What was the ketone result?  If any positive result, inform medic/PI. (Perform urinalysis and",240
05b - Period 2 Final v1.0,"What was the glucose result?  If any positive result, inform medic/PI. (Perform urinalysis and",240
05b - Period 2 Final v1.0,What was the protein result?,241
05b - Period 2 Final v1.0,"IF PROTEIN ≥ 30mg/dl:  Repeat urinalysis as soon as possible, ensuring a clean catch specimen. If protein remains ≥ 30mg/dl on repeat, then inform PI/medic. (Perform urinalysis and read results)",241
05b - Period 2 Final v1.0,What was the blood result? (Perform urinalysis and read results),241
05b - Period 2 Final v1.0,What was the nitrite result? (Perform urinalysis and read results),242
05b - Period 2 Final v1.0,Record pH value (Perform urinalysis and read results),242
05b - Period 2 Final v1.0,Record specific gravity of sample (Perform urinalysis and read results),243
05b - Period 2 Final v1.0,What was the leukocyte result? (Perform urinalysis and read results),244
05b - Period 2 Final v1.0,"Is participant female and menstruating? (If 'Yes', DO NOT send sample for Microscopy. If 'No',",244
05b - Period 2 Final v1.0,Confirm sample sent for microscopy (Complete associated paperwork),244
05b - Period 2 Final v1.0,Has urinalysis been repeated as soon as possible with a clean catch specimen?,245
05b - Period 2 Final v1.0,Ensure events are repeated to capture this data.,245
05b - Period 2 Final v1.0,Urinalysis Microscopy Sample (20 mL Sterilin screw cap),245
05b - Period 2 Final v1.0,Barcode:,245
05b - Period 2 Final v1.0,Confirm TDL form completed:,245
05b - Period 2 Final v1.0,Has there been a medic review of the Microscopy results?,245
05b - Period 2 Final v1.0,12 Lead Standard ECG,246
05b - Period 2 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",246
05b - Period 2 Final v1.0,ECG Rhythm assessment and interpretation,246
05b - Period 2 Final v1.0,Was the ECG clinically significant? (Medic to assess),246
05b - Period 2 Final v1.0,ECG Findings,247
05b - Period 2 Final v1.0,"ECG Findings, including rhythm assessment",247
05b - Period 2 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,247
05b - Period 2 Final v1.0,Vital Signs,247
05b - Period 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),248
05b - Period 2 Final v1.0,Vital Sign Findings,248
05b - Period 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),249
05b - Period 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,249
05b - Period 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,249
05b - Period 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,249
05b - Period 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,250
05b - Period 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),250
05b - Period 2 Final v1.0,Vital Sign Findings,250
05b - Period 2 Final v1.0,Has the participant fasted for 8 hours?,250
05b - Period 2 Final v1.0,Haematology – Mix tube gently by inverting 8–10 times (2 mL K3EDTA),251
05b - Period 2 Final v1.0,Barcode:,251
05b - Period 2 Final v1.0,Has there been a medic review of the Haematology blood results?,251
05b - Period 2 Final v1.0,Chemistry – Mix tube gently by inverting 5–6 times (5 mL SST),251
05b - Period 2 Final v1.0,Has there been a medic review of the Clinical Chemistry blood results?,251
05b - Period 2 Final v1.0,Confirm TDL form completed:,252
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,252
05b - Period 2 Final v1.0,Barcode:,252
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,252
05b - Period 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,252
05b - Period 2 Final v1.0,Degree of Sleepiness,252
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,253
05b - Period 2 Final v1.0,Barcode:,253
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,253
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,254
05b - Period 2 Final v1.0,Vital Signs,254
05b - Period 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),254
05b - Period 2 Final v1.0,Vital Sign Findings,255
05b - Period 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),255
05b - Period 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,255
05b - Period 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,255
05b - Period 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,256
05b - Period 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,256
05b - Period 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),256
05b - Period 2 Final v1.0,Vital Sign Findings,256
05b - Period 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,257
05b - Period 2 Final v1.0,Barcode:,257
05b - Period 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,257
05b - Period 2 Final v1.0,C-SSRS Questionnaire - Date and Time (Transcribe from C-SSRS paper source workbook),257
05b - Period 2 Final v1.0,1. Wish to be dead,257
05b - Period 2 Final v1.0,"Subject endorses thoughts about a wish to be dead or not alive anymore, or a wish to fall asleep and not wake up.",257
05b - Period 2 Final v1.0,2. Non-specific Active Suicidal Thoughts,258
05b - Period 2 Final v1.0,"General non-specific thoughts of wanting to end one's life / commit suicide (e.g. ""I've thought about killing myself"") without thoughts of ways to kill oneself / associated methods, intent, or plan during the assessment period.",258
05b - Period 2 Final v1.0,3. Active Suicidal Ideation with Any Methods (Not Plan) Without Intent to Act,258
05b - Period 2 Final v1.0,"Subject endorses thoughts of suicide and has thought of at least one method during the assessment period. This is different from a specific plan with time, place or method details worked out (e.g. thought of method to kill self but not a specific plan). Includes person who would say, ""I thought about taking an overdose but I never made a specific plan as to when, where or how I would actually do it… and I would never go through with it"".",258
05b - Period 2 Final v1.0,"4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan",258
05b - Period 2 Final v1.0,"Active suicidal thoughts of killing oneself and subject reports having some intent to act on such thoughts, as opposed to ""I have the thoughts but I definitely will not do anything about them"".",258
05b - Period 2 Final v1.0,5. Active Suicidal Ideation with Specific Plan and Intent,259
05b - Period 2 Final v1.0,Thoughts of killing oneself with details of plan fully or partially worked out and subject has some intent to carry it out.,259
05b - Period 2 Final v1.0,Most Severe Ideation,259
05b - Period 2 Final v1.0,"The following feature should be rated with respect to the most severe type of ideation (i.e. 1-5 from above, with 1 being the least severe and 5 being the most severe). Ask about time he/she was feeling the most suicidal.",259
05b - Period 2 Final v1.0,Frequency,260
05b - Period 2 Final v1.0,Duration,260
05b - Period 2 Final v1.0,Controllability,260
05b - Period 2 Final v1.0,Deterrents,261
05b - Period 2 Final v1.0,Reasons for Ideation,262
05b - Period 2 Final v1.0,Or both?),262
05b - Period 2 Final v1.0,Actual Attempt (Since Last Visit),263
05b - Period 2 Final v1.0,"A potentially self-injurious act committed with at least some wish to die, as a result of act. Behaviour was in part thought of as method to kill oneself. Intent does not have to be 100%. If there is any intent/desire to die associated with the act, then it can be considered an actual suicide attempt. There does not have to be any injury or harm, just the potential for injury or harm. If person pulls trigger while gun is in mouth but gun is broken so no injury results, this is considered an attempt. Inferring Intent: Even if an individual denies intent/wish to die, it may be inferred clinically from the behaviour or circumstances. For example, a highly lethal act that is clearly not an accident so no other intent but suicide can be inferred (e.g. gunshot to head, jumping from window of a high floor/storey). Also, if someone denies intent to die, but they thought that what they did could be lethal, intent maybe inferred.",263
05b - Period 2 Final v1.0,Have you done anything to harm yourself?,263
05b - Period 2 Final v1.0,"Have you done anything dangerous where you could have died?  (What did you do?  Did you ___ as a way to end your life?  Did you want to die (even a little) when you___?  Were you trying to end your life when you___?  Or did you think it was possible you could have died from___?) Or did you do it purely for other reasons / without ANY intention of killing yourself (like to relieve stress, feel better, get sympathy, or get something else to happen)? (Self-Injurious Behaviour without suicidal intent))",263
05b - Period 2 Final v1.0,Total Number of Attempts,263
